category,id,group,prompt,angle,distance,lighting,background,expression
poses,pose_man_029,poses_man,"photorealistic full body photograph of a man wearing a plain white t-shirt and blue jeans, reclining on one elbow on the floor, plain light grey studio backdrop, even soft lighting, whole figure in frame with the feet visible, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,full body,even soft,plain grey studio,neutral
backgrounds,backgrounds_000,backgrounds,"photorealistic empty scene, seamless white studio cyclorama, no people and no objects, wide framing suitable as a photographic backdrop, realistic surface texture, natural light falloff, photorealistic, high detail, no people",,,,,
backgrounds,backgrounds_001,backgrounds,"photorealistic empty scene, seamless light grey studio backdrop, no people and no objects, wide framing suitable as a photographic backdrop, realistic surface texture, natural light falloff, photorealistic, high detail, no people",,,,,
backgrounds,backgrounds_002,backgrounds,"photorealistic empty scene, seamless warm beige backdrop, no people and no objects, wide framing suitable as a photographic backdrop, realistic surface texture, natural light falloff, photorealistic, high detail, no people",,,,,
backgrounds,backgrounds_003,backgrounds,"photorealistic empty scene, seamless deep charcoal backdrop, no people and no objects, wide framing suitable as a photographic backdrop, realistic surface texture, natural light falloff, photorealistic, high detail, no people",,,,,
backgrounds,backgrounds_004,backgrounds,"photorealistic empty scene, seamless terracotta backdrop, no people and no objects, wide framing suitable as a photographic backdrop, realistic surface texture, natural light falloff, photorealistic, high detail, no people",,,,,
backgrounds,backgrounds_005,backgrounds,"photorealistic empty scene, seamless sage green backdrop, no people and no objects, wide framing suitable as a photographic backdrop, realistic surface texture, natural light falloff, photorealistic, high detail, no people",,,,,
backgrounds,backgrounds_006,backgrounds,"photorealistic empty scene, textured plaster wall in a warm tone, no people and no objects, wide framing suitable as a photographic backdrop, realistic surface texture, natural light falloff, photorealistic, high detail, no people",,,,,
backgrounds,backgrounds_007,backgrounds,"photorealistic empty scene, textured concrete wall in a cool tone, no people and no objects, wide framing suitable as a photographic backdrop, realistic surface texture, natural light falloff, photorealistic, high detail, no people",,,,,
backgrounds,backgrounds_008,backgrounds,"photorealistic empty scene, muted painted brick wall, no people and no objects, wide framing suitable as a photographic backdrop, realistic surface texture, natural light falloff, photorealistic, high detail, no people",,,,,
backgrounds,backgrounds_009,backgrounds,"photorealistic empty scene, cream fabric drape backdrop, no people and no objects, wide framing suitable as a photographic backdrop, realistic surface texture, natural light falloff, photorealistic, high detail, no people",,,,,
backgrounds,backgrounds_010,backgrounds,"photorealistic empty scene, grey fabric drape backdrop, no people and no objects, wide framing suitable as a photographic backdrop, realistic surface texture, natural light falloff, photorealistic, high detail, no people",,,,,
backgrounds,backgrounds_011,backgrounds,"photorealistic empty scene, minimal interior with a window and daylight, no people and no objects, wide framing suitable as a photographic backdrop, realistic surface texture, natural light falloff, photorealistic, high detail, no people",,,,,
backgrounds,backgrounds_012,backgrounds,"photorealistic empty scene, minimal interior with a wooden floor and plain walls, no people and no objects, wide framing suitable as a photographic backdrop, realistic surface texture, natural light falloff, photorealistic, high detail, no people",,,,,
backgrounds,backgrounds_013,backgrounds,"photorealistic empty scene, sunlit room with long window shadows, no people and no objects, wide framing suitable as a photographic backdrop, realistic surface texture, natural light falloff, photorealistic, high detail, no people",,,,,
backgrounds,backgrounds_014,backgrounds,"photorealistic empty scene, modern lobby with clean lines, no people and no objects, wide framing suitable as a photographic backdrop, realistic surface texture, natural light falloff, photorealistic, high detail, no people",,,,,
backgrounds,backgrounds_015,backgrounds,"photorealistic empty scene, blurred city street in daytime, no people and no objects, wide framing suitable as a photographic backdrop, realistic surface texture, natural light falloff, photorealistic, high detail, no people",,,,,
backgrounds,backgrounds_016,backgrounds,"photorealistic empty scene, blurred city street at golden hour, no people and no objects, wide framing suitable as a photographic backdrop, realistic surface texture, natural light falloff, photorealistic, high detail, no people",,,,,
backgrounds,backgrounds_017,backgrounds,"photorealistic empty scene, blurred park greenery, no people and no objects, wide framing suitable as a photographic backdrop, realistic surface texture, natural light falloff, photorealistic, high detail, no people",,,,,
backgrounds,backgrounds_018,backgrounds,"photorealistic empty scene, desert sand and open sky, no people and no objects, wide framing suitable as a photographic backdrop, realistic surface texture, natural light falloff, photorealistic, high detail, no people",,,,,
backgrounds,backgrounds_019,backgrounds,"photorealistic empty scene, old town stone architecture, no people and no objects, wide framing suitable as a photographic backdrop, realistic surface texture, natural light falloff, photorealistic, high detail, no people",,,,,
backgrounds,backgrounds_020,backgrounds,"photorealistic empty scene, marble surface with a soft shadow, no people and no objects, wide framing suitable as a photographic backdrop, realistic surface texture, natural light falloff, photorealistic, high detail, no people",,,,,
backgrounds,backgrounds_021,backgrounds,"photorealistic empty scene, gradient backdrop from light to dark grey, no people and no objects, wide framing suitable as a photographic backdrop, realistic surface texture, natural light falloff, photorealistic, high detail, no people",,,,,
backgrounds,backgrounds_022,backgrounds,"photorealistic empty scene, gradient backdrop from warm cream to tan, no people and no objects, wide framing suitable as a photographic backdrop, realistic surface texture, natural light falloff, photorealistic, high detail, no people",,,,,
backgrounds,backgrounds_023,backgrounds,"photorealistic empty scene, outdoor courtyard in midday shade, no people and no objects, wide framing suitable as a photographic backdrop, realistic surface texture, natural light falloff, photorealistic, high detail, no people",,,,,
backgrounds,backgrounds_024,backgrounds,"photorealistic empty scene, plain studio with a visible floor line, no people and no objects, wide framing suitable as a photographic backdrop, realistic surface texture, natural light falloff, photorealistic, high detail, no people",,,,,
photography_styles,photography_styles_000,photography_styles,"photorealistic full body fashion photograph of a person in plain clothing on a plain backdrop, clean e-commerce catalogue lighting, even and shadowless, natural skin texture, visible pores and fine skin detail, realistic fabric drape, shot on 85mm lens, shallow depth of field, photorealistic, unretouched",,,,,
